OBJECTID,GEOID,GEO,GEOName,RptDt,Date,NEG,NEG_NEW,NEG_7DAYAVG,POS_CP,POS_NEW_CP,POS_7DAYAVG_CP,POS_CONF,POS_NEW_CONF,POS_7DAYAVG_CONF,POS_PROB,POS_NEW_PROB,POS_7DAYAVG_PROB,DTH_CP_Daily,DTH_CUM_CP,DTH_NEW_CP,DTH_7DAYAVG_CP,DTH_CONF_Daily,DTH_CUM_CONF,DTH_NEW_CONF,DTH_7DAYAVG_CONF,DTH_PROB_Daily,DTH_CUM_PROB,DTH_NEW_PROB,DTH_7DAYAVG_PROB,DTH_OVER_30DAYS_CP,TESTS,TESTS_NEW,TESTS_7DAYAVG,POS_MALE_CP,POS_FEM_CP,POS_OTH_CP,POS_0_9_CP,POS_10_19_CP,POS_20_29_CP,POS_30_39_CP,POS_40_49_CP,POS_50_59_CP,POS_60_69_CP,POS_70_79_CP,POS_80_89_CP,POS_90_CP,DTHS_FEM_CP,DTHS_MALE_CP,DTHS_OTH_CP,DTHS_0_9_CP,DTHS_10_19_CP,DTHS_20_29_CP,DTHS_30_39_CP,DTHS_40_49_CP,DTHS_50_59_CP,DTHS_60_69_CP,DTHS_70_79_CP,DTHS_80_89_CP,DTHS_90_CP,POS_AIAN_CP,POS_ASN_CP,POS_BLK_CP,POS_WHT_CP,POS_MLTOTH_CP,POS_UNK_CP,POS_E_HSP_CP,POS_E_NHSP_CP,POS_E_UNK_CP,DTH_AIAN_CP,DTH_ASN_CP,DTH_BLK_CP,DTH_WHT_CP,DTH_MLTOTH_CP,DTH_UNK_CP,DTH_E_HSP_CP,DTH_E_NHSP_CP,DTH_E_UNK_CP,POS_HC_Y_CP,POS_HC_N_CP,POS_HC_UNK_CP,HOSP_YES_CP,HOSP_NO_CP,HOSP_UNK_CP,IP_Y_0_9_CP,IP_Y_10_19_CP,IP_Y_20_29_CP,IP_Y_30_39_CP,IP_Y_40_49_CP,IP_Y_50_59_CP,IP_Y_60_69_CP,IP_Y_70_79_CP,IP_Y_80_89_CP,IP_Y_90_CP,IP_N_0_9_CP,IP_N_10_19_CP,IP_N_20_29_CP,IP_N_30_39_CP,IP_N_40_49_CP,IP_N_50_59_CP,IP_N_60_69_CP,IP_N_70_79_CP,IP_N_80_89_CP,IP_N_90_CP,IP_U_0_9_CP,IP_U_10_19_CP,IP_U_20_29_CP,IP_U_30_39_CP,IP_U_40_49_CP,IP_U_50_59_CP,IP_U_60_69_CP,IP_U_70_79_CP,IP_U_80_89_CP,IP_U_90_CP,IC_YES_CP,IC_Y_0_9_CP,IC_Y_10_19_CP,IC_Y_20_29_CP,IC_Y_30_39_CP,IC_Y_40_49_CP,IC_Y_50_59_CP,IC_Y_60_69_CP,IC_Y_70_79_CP,IC_Y_80_89_CP,IC_Y_90_CP,TESTS_POS_CONF,TESTS_POS_CONF_NEW,TESTS_POS_CONF_7DAYAVG,PercentNAATPos
765,55,State,WI,1/23/2020 2:00:00 PM,1/22/2020,2,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0.0,1,1,0,0.0,0,4,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,25.0
766,55,State,WI,1/24/2020 2:00:00 PM,1/23/2020,2,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,5,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.0
767,55,State,WI,1/25/2020 2:00:00 PM,1/24/2020,3,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,5,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.33,0.0
768,55,State,WI,1/26/2020 2:00:00 PM,1/25/2020,3,0,0.75,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,12,7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.0
769,55,State,WI,1/27/2020 2:00:00 PM,1/26/2020,3,0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,16,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.0
770,55,State,WI,1/28/2020 2:00:00 PM,1/27/2020,7,4,1.17,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,25,9,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.5,22.22
771,55,State,WI,1/29/2020 2:00:00 PM,1/28/2020,8,1,1.14,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,33,8,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.57,12.5
758,55,State,WI,1/30/2020 2:00:00 PM,1/29/2020,8,0,0.86,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,38,5,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.43,0.0
759,55,State,WI,1/31/2020 2:00:00 PM,1/30/2020,10,2,1.14,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,38,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.43,0.0
760,55,State,WI,2/1/2020 2:00:00 PM,1/31/2020,10,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,38,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.43,0.0
761,55,State,WI,2/2/2020 2:00:00 PM,2/1/2020,10,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,1,0,0.0,0,45,7,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.57,14.29
762,55,State,WI,2/3/2020 2:00:00 PM,2/2/2020,11,1,1.14,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0,0.0,0,0,0,0.0,1,2,0,0.0,0,50,5,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.71,20.0
763,55,State,WI,2/4/2020 2:00:00 PM,2/3/2020,13,2,0.86,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,60,10,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.57,10.0
764,55,State,WI,2/5/2020 2:00:00 PM,2/4/2020,13,0,0.71,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,65,5,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.57,20.0
751,55,State,WI,2/6/2020 2:00:00 PM,2/5/2020,17,4,1.29,1,1,0.14,1,1,0.14,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,74,9,5.14,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1.29,55.56
752,55,State,WI,2/7/2020 2:00:00 PM,2/6/2020,28,11,2.57,1,0,0.14,1,0,0.14,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,74,0,5.14,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1.29,0.0
753,55,State,WI,2/8/2020 2:00:00 PM,2/7/2020,31,3,3.0,1,0,0.14,1,0,0.14,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,76,2,5.43,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1.29,0.0
754,55,State,WI,2/9/2020 2:00:00 PM,2/8/2020,31,0,3.0,1,0,0.14,1,0,0.14,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,80,4,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1.43,50.0
755,55,State,WI,2/10/2020 2:00:00 PM,2/9/2020,32,1,3.0,1,0,0.14,1,0,0.14,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,85,5,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1.29,0.0
756,55,State,WI,2/11/2020 2:00:00 PM,2/10/2020,35,3,3.14,1,0,0.14,1,0,0.14,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,94,9,4.86,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1.43,22.22
757,55,State,WI,2/12/2020 2:00:00 PM,2/11/2020,38,3,3.57,1,0,0.14,1,0,0.14,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,101,7,5.14,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1.29,0.0
744,55,State,WI,2/13/2020 2:00:00 PM,2/12/2020,38,0,3.0,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,114,13,5.71,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0.86,15.38
745,55,State,WI,2/14/2020 2:00:00 PM,2/13/2020,40,2,1.71,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,114,0,5.71,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.86,0.0
746,55,State,WI,2/15/2020 2:00:00 PM,2/14/2020,40,0,1.29,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,122,8,6.57,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.86,0.0
747,55,State,WI,2/16/2020 2:00:00 PM,2/15/2020,41,1,1.43,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,124,2,6.29,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.57,0.0
748,55,State,WI,2/17/2020 2:00:00 PM,2/16/2020,41,0,1.29,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,127,3,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.57,0.0
749,55,State,WI,2/18/2020 2:00:00 PM,2/17/2020,41,0,0.86,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,145,18,7.29,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0.43,5.56
750,55,State,WI,2/19/2020 2:00:00 PM,2/18/2020,41,0,0.43,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,153,8,7.43,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.43,0.0
737,55,State,WI,2/20/2020 2:00:00 PM,2/19/2020,41,0,0.43,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,161,8,6.71,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0.29,12.5
738,55,State,WI,2/21/2020 2:00:00 PM,2/20/2020,42,1,0.29,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,163,2,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0.43,50.0
739,55,State,WI,2/22/2020 2:00:00 PM,2/21/2020,42,0,0.29,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,165,2,6.14,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.43,0.0
740,55,State,WI,2/23/2020 2:00:00 PM,2/22/2020,44,2,0.43,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,172,7,6.86,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0.71,28.57
741,55,State,WI,2/24/2020 2:00:00 PM,2/23/2020,44,0,0.43,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,178,6,7.29,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.71,0.0
742,55,State,WI,2/25/2020 2:00:00 PM,2/24/2020,45,1,0.57,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,185,7,5.71,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.57,0.0
743,55,State,WI,2/26/2020 2:00:00 PM,2/25/2020,46,1,0.71,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,185,0,4.57,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.57,0.0
730,55,State,WI,2/27/2020 2:00:00 PM,2/26/2020,46,0,0.71,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,187,2,3.71,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.43,0.0
731,55,State,WI,2/28/2020 2:00:00 PM,2/27/2020,46,0,0.57,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,187,0,3.43,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.29,0.0
732,55,State,WI,2/29/2020 2:00:00 PM,2/28/2020,47,1,0.71,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,187,0,3.14,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.29,0.0
733,55,State,WI,3/1/2020 2:00:00 PM,2/29/2020,48,1,0.57,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,187,0,2.14,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0
734,55,State,WI,3/2/2020 2:00:00 PM,3/1/2020,48,0,0.57,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,187,0,1.29,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0
735,55,State,WI,3/3/2020 2:00:00 PM,3/2/2020,50,2,0.71,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,195,8,1.43,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0
736,55,State,WI,3/4/2020 2:00:00 PM,3/3/2020,54,4,1.14,1,0,0.0,1,0,0.0,0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,195,0,1.43,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.0,0.0
