OBJECTID,GEOID,GEO,NAME,NEGATIVE,POSITIVE,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DEATHS,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,DTH_NEW,POS_NEW,NEG_NEW,TEST_NEW,DATE,PROP_0_9,PROP_10_19,PROP_20_29,PROP_30_39,PROP_40_49,PROP_50_59,PROP_60_69,PROP_70
58684,55035,County,Eau Claire,2729,60,3,45,12,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,128,131,2020/05/12 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
61172,55035,County,Eau Claire,2910,61,3,45,13,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,181,182,2020/05/13 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
61634,55035,County,Eau Claire,3170,63,4,47,12,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,260,262,2020/05/14 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
31921,55035,County,Eau Claire,3278,65,4,49,12,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,108,110,2020/05/15 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
33928,55035,County,Eau Claire,3353,65,4,49,12,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,75,75,2020/05/16 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
34871,55035,County,Eau Claire,3432,66,4,49,13,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,79,80,2020/05/17 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
36261,55035,County,Eau Claire,3493,70,5,51,14,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,61,65,2020/05/18 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
37821,55035,County,Eau Claire,3540,75,6,56,13,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,47,52,2020/05/19 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
39296,55035,County,Eau Claire,3631,78,6,58,14,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,91,94,2020/05/20 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
41680,55035,County,Eau Claire,3660,82,6,61,15,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,29,33,2020/05/21 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
42246,55035,County,Eau Claire,3836,89,6,69,14,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,176,183,2020/05/22 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
43721,55035,County,Eau Claire,3897,93,6,72,15,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,61,65,2020/05/23 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
45488,55035,County,Eau Claire,3976,96,6,76,14,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,79,82,2020/05/24 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
46671,55035,County,Eau Claire,4066,98,6,77,15,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,90,92,2020/05/25 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
47957,55035,County,Eau Claire,4116,100,6,78,16,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,50,52,2020/05/26 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
49621,55035,County,Eau Claire,4171,99,7,77,15,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,55,54,2020/05/27 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
51096,55035,County,Eau Claire,4197,99,7,77,15,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26,26,2020/05/28 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
98933,55035,County,Eau Claire,4446,107,7,80,20,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,249,257,2020/05/29 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
99739,55035,County,Eau Claire,4444,108,8,81,19,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,-2,-1,2020/05/30 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
101214,55035,County,Eau Claire,4626,108,8,81,19,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,182,182,2020/05/31 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
102877,55035,County,Eau Claire,4778,113,8,82,23,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,152,157,2020/06/01 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
6494,55035,County,Eau Claire,5142,114,8,82,24,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,364,365,2020/06/02 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
9015,55035,County,Eau Claire,5260,114,8,83,23,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,118,118,2020/06/03 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
9410,55035,County,Eau Claire,5334,116,8,84,24,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,74,76,2020/06/04 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
84421,55035,County,Eau Claire,5560,119,8,87,24,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,226,229,2020/06/05 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
86440,55035,County,Eau Claire,5847,121,8,87,26,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,287,289,2020/06/06 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
86963,55035,County,Eau Claire,5907,123,8,87,28,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,60,62,2020/06/07 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
88782,55035,County,Eau Claire,5956,124,8,88,28,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,49,50,2020/06/08 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
89798,55035,County,Eau Claire,6051,124,8,91,25,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,95,95,2020/06/09 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
91796,55035,County,Eau Claire,6149,126,8,93,25,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,98,100,2020/06/10 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
93271,55035,County,Eau Claire,6250,126,9,92,25,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,101,101,2020/06/11 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
94223,55035,County,Eau Claire,6326,130,9,93,28,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,76,80,2020/06/12 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
96765,55035,County,Eau Claire,6333,132,9,94,29,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,7,9,2020/06/13 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
97560,55035,County,Eau Claire,6414,137,9,97,31,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,81,86,2020/06/14 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
355,55035,County,Eau Claire,6480,137,9,97,31,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,66,66,2020/06/15 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
1325,55035,County,Eau Claire,6508,138,9,97,32,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,28,29,2020/06/16 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
113225,55035,County,Eau Claire,6603,140,10,98,32,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,95,97,2020/06/17 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
114415,55035,County,Eau Claire,6670,149,10,103,36,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,67,76,2020/06/18 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
119851,55035,County,Eau Claire,6826,151,10,104,37,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,156,158,2020/06/19 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
115658,55035,County,Eau Claire,7017,156,10,108,38,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,191,196,2020/06/20 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
4013,55035,County,Eau Claire,7022,161,10,113,38,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,10,2020/06/21 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
116051,55035,County,Eau Claire,7027,163,11,113,39,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,7,2020/06/22 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
125237,55035,County,Eau Claire,7278,167,11,116,40,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,251,255,2020/06/23 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
116362,55035,County,Eau Claire,7439,170,11,117,42,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,161,164,2020/06/24 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
121774,55035,County,Eau Claire,7586,176,11,121,44,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,147,153,2020/06/25 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
122182,55035,County,Eau Claire,7673,180,11,123,46,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,87,91,2020/06/26 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
118460,55035,County,Eau Claire,7905,194,11,135,48,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,232,246,2020/06/27 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
126432,55035,County,Eau Claire,8127,208,11,143,54,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,222,236,2020/06/28 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
128838,55035,County,Eau Claire,8215,218,11,146,61,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,88,98,2020/06/29 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
129769,55035,County,Eau Claire,8249,229,11,154,64,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,34,45,2020/06/30 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
137954,55035,County,Eau Claire,8387,240,11,165,64,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,138,149,2020/07/01 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
138362,55035,County,Eau Claire,8395,249,12,169,68,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,8,17,2020/07/02 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
112301,55035,County,Eau Claire,8418,263,13,176,74,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,23,37,2020/07/03 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
108971,55035,County,Eau Claire,8447,279,13,183,83,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,29,45,2020/07/04 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
107036,55035,County,Eau Claire,8552,284,14,187,83,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,105,110,2020/07/05 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
107852,55035,County,Eau Claire,8629,290,14,193,83,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,77,83,2020/07/06 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
105427,55035,County,Eau Claire,8705,300,15,201,84,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,76,86,2020/07/07 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
144976,55035,County,Eau Claire,8825,307,16,212,79,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,120,127,2020/07/08 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
143465,55035,County,Eau Claire,9065,314,18,217,79,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,240,247,2020/07/09 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
141267,55035,County,Eau Claire,9391,323,18,222,83,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,326,335,2020/07/10 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
148013,55035,County,Eau Claire,9960,332,18,228,86,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,569,578,2020/07/11 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
149488,55035,County,Eau Claire,10143,338,18,231,89,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,183,189,2020/07/12 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
145438,55035,County,Eau Claire,10382,340,18,232,90,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,239,241,2020/07/13 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
139229,55035,County,Eau Claire,10779,346,18,236,92,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,397,403,2020/07/14 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
153263,55035,County,Eau Claire,10989,351,18,244,89,165,186,,11,35,137,49,56,28,25,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,210,215,2020/07/15 14:00:00+00,0.03,0.1,0.39,0.14,0.16,0.08,0.07,0.03
151975,55035,County,Eau Claire,11024,365,20,247,98,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,35,49,2020/07/16 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
150688,55035,County,Eau Claire,11119,371,21,253,97,174,197,,11,33,141,56,56,33,26,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,95,101,2020/07/17 14:00:00+00,0.03,0.09,0.38,0.15,0.15,0.09,0.07,0.04
158500,55035,County,Eau Claire,11301,388,20,267,101,182,206,,12,35,147,58,58,35,27,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,182,199,2020/07/18 14:00:00+00,0.03,0.09,0.38,0.15,0.15,0.09,0.07,0.04
155915,55035,County,Eau Claire,11551,397,20,272,105,187,210,,12,36,151,60,60,36,28,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,250,259,2020/07/19 14:00:00+00,0.03,0.09,0.38,0.15,0.15,0.09,0.07,0.04
157505,55035,County,Eau Claire,11570,402,21,273,108,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,19,24,2020/07/20 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
154944,55035,County,Eau Claire,11647,407,21,278,108,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,77,82,2020/07/21 14:00:00+00,NA,NA,NA,NA,NA,NA,NA,NA
160159,55035,County,Eau Claire,11866,409,21,281,107,,,,12,37,155,61,61,37,29,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,219,221,2020/07/22 14:00:00+00,0.03,0.09,0.38,0.15,0.15,0.09,0.07,0.04
